id,departure,arrival,date,time_departure,duration_minutes,cost,distance_km,airline
347,Санкт-Петербург,Воронеж,2026-07-01,09:05:00,80,20455,1056,Аэрофлот
348,Воронеж,Санкт-Петербург,2026-07-01,18:30:00,80,19194,1056,Red Wings
349,Санкт-Петербург,Воронеж,2026-07-01,12:50:00,79,19065,1056,Уральские авиалинии
350,Воронеж,Санкт-Петербург,2026-07-01,15:45:00,79,16449,1056,Red Wings
351,Санкт-Петербург,Воронеж,2026-07-01,18:55:00,76,22470,1056,Аэрофлот
352,Воронеж,Санкт-Петербург,2026-07-01,20:00:00,76,18382,1056,Red Wings
353,Санкт-Петербург,Ярославль,2026-07-01,10:50:00,46,11990,622,Победа
354,Ярославль,Санкт-Петербург,2026-07-01,21:35:00,46,10234,622,Аэрофлот
355,Санкт-Петербург,Ярославль,2026-07-01,14:45:00,46,9775,622,Победа
356,Ярославль,Санкт-Петербург,2026-07-01,09:15:00,46,10865,622,Россия
357,Санкт-Петербург,Ярославль,2026-07-01,15:10:00,44,10433,622,Аэрофлот
358,Ярославль,Санкт-Петербург,2026-07-01,21:50:00,44,9473,622,Победа
359,Санкт-Петербург,Ярославль,2026-07-01,15:35:00,48,8966,622,Red Wings
360,Ярославль,Санкт-Петербург,2026-07-01,18:00:00,48,11249,622,Победа
361,Санкт-Петербург,Казань,2026-07-01,13:30:00,90,23778,1196,Аэрофлот
362,Казань,Санкт-Петербург,2026-07-01,13:35:00,90,22558,1196,Аэрофлот
363,Санкт-Петербург,Казань,2026-07-01,15:00:00,89,19305,1196,S7 Airlines
364,Казань,Санкт-Петербург,2026-07-01,08:15:00,89,21166,1196,Победа
365,Санкт-Петербург,Казань,2026-07-01,20:10:00,87,19100,1196,Победа
366,Казань,Санкт-Петербург,2026-07-01,10:45:00,87,23089,1196,Уральские авиалинии
367,Санкт-Петербург,Казань,2026-07-01,22:00:00,93,14566,1196,Red Wings
368,Казань,Санкт-Петербург,2026-07-01,23:45:00,93,13715,1196,Победа
369,Санкт-Петербург,Самара,2026-07-01,12:35:00,110,22258,1416,Победа
370,Самара,Санкт-Петербург,2026-07-01,18:05:00,110,23492,1416,Уральские авиалинии
371,Санкт-Петербург,Самара,2026-07-01,13:10:00,106,24918,1416,Аэрофлот
372,Самара,Санкт-Петербург,2026-07-01,14:05:00,106,21597,1416,Уральские авиалинии
373,Санкт-Петербург,Самара,2026-07-01,20:55:00,108,25947,1416,S7 Airlines
374,Самара,Санкт-Петербург,2026-07-01,22:35:00,108,22542,1416,Аэрофлот
375,Санкт-Петербург,Самара,2026-07-01,22:15:00,107,19442,1416,S7 Airlines
376,Самара,Санкт-Петербург,2026-07-01,20:20:00,107,26803,1416,Аэрофлот
377,Санкт-Петербург,Уфа,2026-07-01,14:50:00,122,24075,1634,Победа
378,Уфа,Санкт-Петербург,2026-07-01,13:20:00,122,24893,1634,Уральские авиалинии
379,Санкт-Петербург,Уфа,2026-07-01,15:25:00,120,26494,1634,Россия
380,Уфа,Санкт-Петербург,2026-07-01,10:40:00,120,32129,1634,Уральские авиалинии
381,Санкт-Петербург,Уфа,2026-07-01,16:20:00,120,27032,1634,Аэрофлот
382,Уфа,Санкт-Петербург,2026-07-01,10:30:00,120,34487,1634,S7 Airlines
383,Санкт-Петербург,Уфа,2026-07-01,18:55:00,116,28141,1634,Победа
384,Уфа,Санкт-Петербург,2026-07-01,22:00:00,116,20345,1634,Уральские авиалинии
385,Санкт-Петербург,Волгоград,2026-07-01,10:50:00,118,29456,1528,Red Wings
386,Волгоград,Санкт-Петербург,2026-07-01,07:30:00,118,22175,1528,Уральские авиалинии
387,Санкт-Петербург,Волгоград,2026-07-01,16:40:00,114,26912,1528,Аэрофлот
388,Волгоград,Санкт-Петербург,2026-07-01,07:35:00,114,21331,1528,Победа
389,Санкт-Петербург,Волгоград,2026-07-01,17:20:00,113,25346,1528,Уральские авиалинии
390,Волгоград,Санкт-Петербург,2026-07-01,08:25:00,113,24067,1528,Уральские авиалинии
391,Санкт-Петербург,Волгоград,2026-07-01,21:00:00,119,21256,1528,Победа
392,Волгоград,Санкт-Петербург,2026-07-01,15:45:00,119,22099,1528,Победа
393,Санкт-Петербург,Саратов,2026-07-01,11:10:00,99,23828,1346,Уральские авиалинии
394,Саратов,Санкт-Петербург,2026-07-01,12:40:00,99,21831,1346,Победа
395,Санкт-Петербург,Саратов,2026-07-01,15:15:00,102,21471,1346,S7 Airlines
396,Саратов,Санкт-Петербург,2026-07-01,17:20:00,102,20754,1346,Red Wings
397,Санкт-Петербург,Саратов,2026-07-01,18:30:00,105,23254,1346,Победа
398,Саратов,Санкт-Петербург,2026-07-01,19:50:00,105,26379,1346,S7 Airlines
399,Санкт-Петербург,Екатеринбург,2026-07-01,09:40:00,135,35957,1779,S7 Airlines
400,Екатеринбург,Санкт-Петербург,2026-07-01,09:50:00,135,32875,1779,Россия
401,Санкт-Петербург,Екатеринбург,2026-07-01,10:10:00,138,35353,1779,Россия
402,Екатеринбург,Санкт-Петербург,2026-07-01,19:45:00,138,34425,1779,Победа
403,Санкт-Петербург,Екатеринбург,2026-07-01,11:25:00,127,29855,1779,Победа
404,Екатеринбург,Санкт-Петербург,2026-07-01,15:30:00,127,28427,1779,Победа
405,Санкт-Петербург,Челябинск,2026-07-01,07:30:00,136,26157,1904,Победа
406,Челябинск,Санкт-Петербург,2026-07-01,13:55:00,136,28863,1904,Победа
407,Санкт-Петербург,Челябинск,2026-07-01,13:30:00,142,36097,1904,Аэрофлот
408,Челябинск,Санкт-Петербург,2026-07-01,15:55:00,142,31079,1904,Red Wings
409,Санкт-Петербург,Челябинск,2026-07-01,16:45:00,147,33596,1904,Аэрофлот
410,Челябинск,Санкт-Петербург,2026-07-01,19:55:00,147,37787,1904,S7 Airlines
411,Санкт-Петербург,Тюмень,2026-07-01,07:15:00,157,33803,2026,Аэрофлот
412,Тюмень,Санкт-Петербург,2026-07-01,21:15:00,157,34214,2026,Аэрофлот
413,Санкт-Петербург,Тюмень,2026-07-01,09:10:00,155,36960,2026,S7 Airlines
414,Тюмень,Санкт-Петербург,2026-07-01,15:25:00,155,31182,2026,Red Wings
415,Санкт-Петербург,Тюмень,2026-07-01,15:35:00,158,33700,2026,S7 Airlines
416,Тюмень,Санкт-Петербург,2026-07-01,14:15:00,158,32278,2026,Уральские авиалинии
417,Санкт-Петербург,Тюмень,2026-07-01,16:40:00,154,37449,2026,Аэрофлот
418,Тюмень,Санкт-Петербург,2026-07-01,07:20:00,154,26387,2026,Победа
419,Санкт-Петербург,Омск,2026-07-01,11:20:00,195,49125,2579,S7 Airlines
420,Омск,Санкт-Петербург,2026-07-01,09:00:00,195,44299,2579,Победа
421,Санкт-Петербург,Омск,2026-07-01,12:00:00,197,41268,2579,Уральские авиалинии
422,Омск,Санкт-Петербург,2026-07-01,07:45:00,197,35909,2579,Победа
423,Санкт-Петербург,Омск,2026-07-01,20:00:00,196,45438,2579,Победа
424,Омск,Санкт-Петербург,2026-07-01,23:45:00,196,29855,2579,Red Wings
425,Санкт-Петербург,Омск,2026-07-01,21:25:00,184,37638,2579,Уральские авиалинии
426,Омск,Санкт-Петербург,2026-07-01,12:35:00,184,51150,2579,S7 Airlines
427,Санкт-Петербург,Новосибирск,2026-07-01,16:20:00,223,50371,3088,S7 Airlines
428,Новосибирск,Санкт-Петербург,2026-07-01,07:35:00,223,44706,3088,Победа
429,Санкт-Петербург,Новосибирск,2026-07-01,22:20:00,232,46690,3088,Аэрофлот
430,Новосибирск,Санкт-Петербург,2026-07-01,21:45:00,232,42105,3088,Red Wings
431,Санкт-Петербург,Томск,2026-07-01,19:10:00,227,64926,3148,S7 Airlines
432,Томск,Санкт-Петербург,2026-07-01,09:50:00,227,63286,3148,S7 Airlines
433,Санкт-Петербург,Томск,2026-07-01,22:20:00,240,46939,3148,Аэрофлот
434,Томск,Санкт-Петербург,2026-07-01,11:00:00,240,59368,3148,Россия
435,Санкт-Петербург,Кемерово,2026-07-01,10:55:00,255,57825,3260,Red Wings
436,Кемерово,Санкт-Петербург,2026-07-01,22:45:00,255,47280,3260,Россия
437,Санкт-Петербург,Кемерово,2026-07-01,15:30:00,255,54255,3260,S7 Airlines
438,Кемерово,Санкт-Петербург,2026-07-01,15:20:00,255,54632,3260,Россия
439,Санкт-Петербург,Кемерово,2026-07-01,22:40:00,242,42529,3260,Уральские авиалинии
440,Кемерово,Санкт-Петербург,2026-07-01,09:25:00,242,66251,3260,S7 Airlines
441,Санкт-Петербург,Барнаул,2026-07-01,11:20:00,251,67443,3237,Аэрофлот
442,Барнаул,Санкт-Петербург,2026-07-01,17:50:00,251,62172,3237,Аэрофлот
443,Санкт-Петербург,Красноярск,2026-07-01,07:45:00,278,52773,3571,S7 Airlines
444,Красноярск,Санкт-Петербург,2026-07-01,09:10:00,278,59413,3571,Уральские авиалинии
445,Санкт-Петербург,Красноярск,2026-07-01,08:35:00,278,69573,3571,S7 Airlines
446,Красноярск,Санкт-Петербург,2026-07-01,06:30:00,278,43662,3571,Уральские авиалинии
447,Санкт-Петербург,Красноярск,2026-07-01,12:00:00,264,59211,3571,Red Wings
448,Красноярск,Санкт-Петербург,2026-07-01,07:40:00,264,47413,3571,Победа
449,Санкт-Петербург,Иркутск,2026-07-01,08:05:00,319,77547,4415,Победа
450,Иркутск,Санкт-Петербург,2026-07-01,12:10:00,319,80583,4415,Россия
451,Санкт-Петербург,Иркутск,2026-07-01,23:50:00,330,62062,4415,S7 Airlines
452,Иркутск,Санкт-Петербург,2026-07-01,19:05:00,330,99464,4415,Аэрофлот
453,Санкт-Петербург,Улан-Удэ,2026-07-01,11:25:00,347,94105,4609,S7 Airlines
454,Улан-Удэ,Санкт-Петербург,2026-07-01,21:35:00,347,66462,4609,Red Wings
455,Санкт-Петербург,Чита,2026-07-01,11:00:00,363,93491,4885,Аэрофлот
456,Чита,Санкт-Петербург,2026-07-01,23:00:00,363,59257,4885,Россия
457,Санкт-Петербург,Чита,2026-07-01,12:25:00,348,87967,4885,Россия
458,Чита,Санкт-Петербург,2026-07-01,17:00:00,348,89650,4885,S7 Airlines
459,Санкт-Петербург,Якутск,2026-07-01,06:00:00,359,60660,4827,Победа
460,Якутск,Санкт-Петербург,2026-07-01,20:15:00,359,94633,4827,Аэрофлот
461,Санкт-Петербург,Якутск,2026-07-01,15:05:00,362,69572,4827,Победа
462,Якутск,Санкт-Петербург,2026-07-01,16:50:00,362,74615,4827,Red Wings
463,Санкт-Петербург,Хабаровск,2026-07-01,06:55:00,453,86205,6193,Уральские авиалинии
464,Хабаровск,Санкт-Петербург,2026-07-01,06:20:00,453,84029,6193,Победа
465,Санкт-Петербург,Хабаровск,2026-07-01,16:00:00,471,91576,6193,Победа
466,Хабаровск,Санкт-Петербург,2026-07-01,08:10:00,471,99158,6193,Победа
467,Санкт-Петербург,Владивосток,2026-07-01,13:10:00,499,121740,6535,S7 Airlines
468,Владивосток,Санкт-Петербург,2026-07-01,20:55:00,499,118235,6535,Россия
469,Санкт-Петербург,Владивосток,2026-07-01,17:35:00,503,109240,6535,S7 Airlines
470,Владивосток,Санкт-Петербург,2026-07-01,15:45:00,503,112736,6535,Аэрофлот
471,Санкт-Петербург,Южно-Сахалинск,2026-07-01,22:50:00,489,101083,6653,S7 Airlines
472,Южно-Сахалинск,Санкт-Петербург,2026-07-01,12:35:00,489,110690,6653,Red Wings
473,Санкт-Петербург,Сочи,2026-07-01,06:45:00,150,24541,1943,Победа
474,Сочи,Санкт-Петербург,2026-07-01,15:20:00,150,30834,1943,Уральские авиалинии
475,Санкт-Петербург,Сочи,2026-07-01,07:00:00,141,26232,1943,Уральские авиалинии
476,Сочи,Санкт-Петербург,2026-07-01,20:50:00,141,33886,1943,Россия
477,Санкт-Петербург,Сочи,2026-07-01,10:00:00,139,34614,1943,Red Wings
478,Сочи,Санкт-Петербург,2026-07-01,15:05:00,139,34191,1943,Аэрофлот
479,Санкт-Петербург,Сочи,2026-07-01,11:20:00,143,38142,1943,S7 Airlines
480,Сочи,Санкт-Петербург,2026-07-01,07:40:00,143,27441,1943,Победа
481,Санкт-Петербург,Сочи,2026-07-01,12:05:00,148,32552,1943,Победа
482,Сочи,Санкт-Петербург,2026-07-01,09:30:00,148,35346,1943,Россия
483,Санкт-Петербург,Сочи,2026-07-01,13:35:00,151,37404,1943,Аэрофлот
484,Сочи,Санкт-Петербург,2026-07-01,19:10:00,151,34653,1943,Уральские авиалинии
485,Санкт-Петербург,Сочи,2026-07-01,16:05:00,147,32473,1943,Аэрофлот
486,Сочи,Санкт-Петербург,2026-07-01,13:45:00,147,32629,1943,Red Wings
487,Санкт-Петербург,Сочи,2026-07-01,19:45:00,140,42056,1943,S7 Airlines
488,Сочи,Санкт-Петербург,2026-07-01,18:55:00,140,33746,1943,Россия
489,Санкт-Петербург,Сочи,2026-07-01,22:00:00,147,28263,1943,Аэрофлот
490,Сочи,Санкт-Петербург,2026-07-01,13:40:00,147,33280,1943,Уральские авиалинии
491,Санкт-Петербург,Сочи,2026-07-01,22:35:00,148,29780,1943,Аэрофлот
492,Сочи,Санкт-Петербург,2026-07-01,13:50:00,148,31064,1943,Победа
493,Санкт-Петербург,Краснодар,2026-07-01,08:55:00,133,29152,1752,Победа
